FMID,MarketName,Website,Facebook,Facebook_clean,Twitter,Youtube,OtherMedia,street,city,city_clean,County,State,zip,Season1Date,Season1Datecopy 1,Season1Datecopy 2,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,Credit_clean,WIC,WIC_clean,WICcash,WICcash_clean,SFMNP,SFMNP_clean,SNAP,SNAP_clean,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1001961,8th Avenue City Farmers Market,,,,,,,8th Ave & 2nd St SE,Cedar Rapids,CEDAR RAPIDS,Linn,Iowa,52401,May to October,5,10,Tue:4:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,,,,,,,-91.6626534,41.9728370,Local government building grounds,Y,1,Y,1,N,0,Y,1,N,0,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/25/2012 1:17:22 PM
1000063,92nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,1st Ave - E 92nd & 93 Sts.,New York,NEW YORK,New York,New York,10128,06/23/2013 to 11/24/2013,06/23/2013,11/24/2013,Sun: 9:00 AM-4:00 PM;,,,,,,,-73.946421,40.780931,Other,Y,1,Y,1,Y,1,Y,1,Y,1,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:43:59 AM
1000064,97th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,W 97 St. & Columbus,New York,NEW YORK,New York,New York,10025,01/01/2013 to 12/31/2013,01/01/2013,12/31/2013,Fri: 8:00 AM-2:00 PM;,,,,,,,-73.9670120,40.7935600,Other,Y,1,Y,1,Y,1,Y,1,Y,1,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:39:55 AM
1011989,9th and Grand Farmers Market,http://Farmtoforkks.com,,,,,,304 West Grand Avenue,Salina,SALINA,Saline,Kansas,67401,05/10/2016 to 09/27/2016,05/10/2016,09/27/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-97.6117504,38.8528359,,Y,1,N,0,N,0,Y,1,Y,1,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,5/28/2016 3:39:24 PM
1000986,9th West Farmers Market/People's Market ,http://www.9thwestfarmersmarket.org,https://www.facebook.com/9thwestfarmersmarket,https://www.facebook.com/9thwestfarmersmarket,https://twitter.com/peoplesmarket,,,1060 South 900 West,SALT LAKE CITY,SALT LAKE CITY,Salt Lake,Utah,84110,05/12/2013 to 10/20/2013,05/12/2013,10/20/2013,Sun: 9:00 AM-2:00 PM;,06/26/2016 to 08/01/2016,,,,,,-111.9195223,40.7470177,,Y,1,N,0,N,0,N,0,Y,1,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,6/28/2016 1:05:51 AM
1010617,A + Organic Farmers Market,http://organicgrowndirect.com/,https://www.facebook.com/OrganicProduceDelivery,https://www.facebook.com/OrganicProduceDelivery,https://twitter.com/OrganicGrownDr,http://www.youtube.com/user/OrganicGrownDirect,http://organicgrowndirect.com/shop,Lee Rd. Farm,Boynton Beach ,BOYNTON BEACH,Palm Beach,Florida,33473,,null,,,,,,,,,-80.221052,26.489351,,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,9/29/2014 1:37:38 PM
1001683,A Better Choice Bakery & Market,,https://www.facebook.com/nottinghamfarmersmarket,https://www.facebook.com/nottinghamfarmersmarket,,,,27 W Potomac Street,Brunswick,BRUNSWICK,Frederick,Maryland,21716,January to December,1,12,Mon:12:00 PM - 5:00 PM;Tue:12:00 PM - 5:00 PM;Wed:12:00 PM - 5:00 PM;Thu:12:00 PM - 5:00 PM;Fri:12:00 PM - 5:00 PM;Sat:10:00 AM - 5:00 PM;sun:12:00 PM - 5:00 PM;,,,,,,,-77.6277075,39.3130660,Co-located with wholesale market facility,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/3/2012 5:01:00 PM
1009004,A Growers' Market,,,,,,,229 Lake Ella Drive,Tallahassee ,TALLAHASSEE,Leon,Florida,32303,01/01/2014 to 12/31/2014,01/01/2014,12/31/2014,Wed: 3:00 PM-6:30 PM;,,,,,,,-84.2792304,30.4624713,Other,Y,1,Y,1,N,0,Y,1,N,0,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,5/6/2014 10:28:06 PM
1001887,AAFFA Community Farmers Market,,https://www.facebook.com/pages/Anderson-Area-Farm-Food-Association/431344110224404,https://www.facebook.com/pages/Anderson-Area-Farm-Food-Association/431344110224404,,,,402 North Murray Avenue,Anderson,ANDERSON,Anderson,South Carolina,29624,05/06/2014 to 09/23/2014,05/06/2014,09/23/2014,Tue: 5:00 PM-8:00 PM;,,,,,,,-82.652159,34.506706,Local government building grounds,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,4/8/2014 1:54:22 PM
1007585,AAMC Farmers's Market,,,,,,,"2001 Medical Parkway, Sajak Pavilion",Annapolis,ANNAPOLIS,Anne Arundel,Maryland,21401,,null,,,,,,,,,-76.6123,39.006,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2011 11:54:21 PM
1009028,ABBEVILLE FARMERS MARKET,,https://www.facebook.com/pages/Abbeville-Farmers-Market/234180039938887,https://www.facebook.com/pages/Abbeville-Farmers-Market/234180039938887,,,,Kirkland Street,Abbeville ,ABBEVILLE,Henry,Alabama,,06/06/2014 to 07/25/2014,06/06/2014,07/25/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,-85.250365,31.571271,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/5/2014 7:27:30 PM
1004573,Abbeville Farmers Market,,,,,,,118 Trinity Street at Livery Stable,Abbeville,ABBEVILLE,Abbeville,South Carolina,29620,06/06/2013 to 10/04/2013,06/06/2013,10/04/2013,Thu: 4:00 PM-8:00 PM;Fri: 7:00 AM-12:00 PM;,,,,,,,-82.380242,34.177429,Local government building grounds,Y,1,N,0,N,0,Y,1,N,0,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/11/2013 1:41:58 PM
1004598,Abbotsford Farmers Market,,,,,,,1011 East Spruce St.,Abbotsford,ABBOTSFORD,Clark,Wisconsin,54405,May to October,5,10,Tue:1:30 PM - 5:30 PM;,,,,,,,-90.307145,44.945665,Private business parking lot,N,0,Y,1,N,0,Y,1,N,0,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,5/7/2012 10:47:54 AM
1003865,Abbott Northwestern Farmers Market,http://www.iatp.org/minimarkets,,,,,,800 E 28th St,Minneapolis,MINNEAPOLIS,Hennepin,Minnesota,,,null,,,,,,,,,-93.2629,44.9556,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 26 2010 11:24PM
1002947,Aberdeen Farmers Market,http://www.dakotaflavor.com/category.asp?catid=12,,,,,,"2nd Ave., S.E. & S. Lincoln Street",Aberdeen,ABERDEEN,Brown,South Dakota,57401,,null,,,,,,,,,-98.4866,45.4631,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004031,Abilene Farmers Market,,,,,,,East 1st & Buckeye St.,Abilene,ABILENE,Dickinson,Kansas,67410,,null,,,,,,,,,-97.2139,38.9153,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1010487,Abingdon Farmers Market,http://www.abingdonfarmersmarket.com,https://www.facebook.com/abingdonfarmersmarket,https://www.facebook.com/abingdonfarmersmarket,,,,Corner of Remsburg Drive & Cummings St,Abingdon ,ABINGDON ,Washington,Virginia,24210,04/16/2016 to 11/22/2016,04/16/2016,11/22/2016,Tue: 3pm-6pm;Sat: 8am-1pm;,11/26/2016 to 12/24/2016,Sat: 10:00 AM-12:00 PM;,01/02/2016 to 04/09/2016,Sat: 10:00 AM-12:00 PM;,,,-81.977094,36.708934,,Y,1,N,0,N,0,Y,1,Y,1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3/2/2016 10:20:28 AM
1000065,Abingdon Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,W12 St. & 8th Ave,New York,NEW YORK,New York,New York,10014,01/01/2013 to 12/31/2013,01/01/2013,12/31/2013,Sat: 8:00 AM-2:00 PM;,,,,,,,-74.005280,40.737177,Other,Y,1,Y,1,Y,1,Y,1,Y,1,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:36:51 AM
1006988,Abington,http://www.abingtonsage.com,,,,,,362 Plymouth Street,Abington,ABINGTON,Plymouth,Massachusetts,02351,07/13/2013 to 09/21/2013,07/13/2013,09/21/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-70.9369,42.119,Local government building grounds,N,0,N,0,N,0,N,0,N,0,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 10:44:35 AM
1007070,Abington Farmers Market,,,,,,,12055 Rose Drove,Clarks Summit,CLARKS SUMMIT,Lackawanna,Pennsylvania,,,null,,,,,,,,,-75.7746,41.425,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011313,Abita Springs Farmers Market,,https://www.facebook.com/pages/Abita-Springs-Farmers-Market/480144062040727,https://www.facebook.com/pages/Abita-Springs-Farmers-Market/480144062040727,,,,22049 Main St.,Abita Springs,ABITA SPRINGS,St. Tammany,Louisiana,70420,01/01/2016 to 12/01/2016,01/01/2016,12/01/2016,Sun: 12:00 AM-4:00 PM;,,,,,,,-90.0389129,30.4793215,,Y,1,Y,1,N,0,Y,1,Y,1,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,6/30/2016 1:50:15 PM
1004762,ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,,,,,,NE parking lot of ABQ Uptown shopping center,Albququerque,ALBQUQUERQUE,Bernalillo,New Mexico,,10/25/2014 to ,10/25/2014,,Sat: 7:00 AM-12:00 PM;,,,,,,,-106.565838,35.103988,Other,Y,1,Y,1,N,0,Y,1,Y,1,-,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/5/2014 2:51:15 PM
1009543,ABV Farm Market,http://www.appleblossomvillage.com/,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,,,,690 Allegheny Road,Mount Bethe,MOUNT BETHE,,Pennsylvania,18343,,null,,,,,,,,,-75.0998,40.8743,,Y,1,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1002108,Acadia Farmers' Market in Town Hill,,www.Facebook.com/AcadiaFarmersMarket,https://www.facebook.com/www.Facebook.com/AcadiaFarmersMarket,,,,,Town Hill,TOWN HILL,Hancock,Maine,,,null,,,,,,,,,-68.9716,44.5908,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007575,Acadiana Farmers Market,,,,,,,801 Foreman Drive,Opelousas,OPELOUSAS,Lafayette,Louisiana,70570,,null,,,,,,,,,-92.0634,30.2147,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1005122,Ace Farmers Market,,,,,,,115 Black River Blvd,Rome,ROME,Oneida,New York,,,null,,,,,,,,,-75.4541,43.2098,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1008461,Acme Ranch Truck Patch,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,,,RR1 Box 146,Birch Tree,BIRCH TREE,Shannon,Missouri,65438,,null,,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;,,,,,,,-91.492638,36.991165,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,0,N,0,N,0,N,0,N,0,-,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,6/25/2013 3:20:55 PM
1011180,Acreage Green Market,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,https://www.facebook.com/AcreageGreenmarket,,,,6701 140th Ave. North,Loxahatchee,LOXAHATCHEE,Palm Beach,Florida,33470,05/31/2015 to 05/29/2016,05/31/2015,05/29/2016,Sun: 9:00 AM-2:00 PM;,06/07/2015,Sun: 9:00 AM-1:00 PM;,,,,,-80.263351,26.775639,,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,5/21/2015 2:02:58 AM
1003469,Acton-Boxborough Farmers Market,http://www.ABFarmersMarket.org,,,,,,1 Pearl St,Acton,ACTON,Middlesex,Massachusetts,01720,"June 19, 2012 to October 21, 2012","06 19, 2012","10 21, 2012",sun:10:00 AM - 1:00 PM;,,,,,,,-71.47415,42.47518,Closed-off public street,N,0,Y,1,N,0,Y,1,Y,1,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/24/2012 1:08:35 PM
1018003,Acushnet Farmers Market,http://www.acushnetfarmersmarket.com,www.facebook.com/pages/Acushnet-Farmers-Market,https://www.facebook.com/www.facebook.com/pages/Acushnet-Farmers-Market,,,http://instagram.com/Acushnetfarmersmarket,186 Leonard Street,Acushnet,ACUSHNET,Bristol,Massachusetts,02743,06/03/2017 to 09/30/2017,06/03/2017,09/30/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-70.9008560,41.7200523,,Y,1,Y,1,N,0,Y,1,Y,1,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/18/2017 7:04:50 PM
1007519,Acworth Farmers Market,,,,,,,Main and Lemon Streets,Acworth,ACWORTH,Cobb,Georgia,,,null,,,,,,,,,-84.6767,34.0657,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1001393,Ada Farmer's Market,,,,,,,12th Street and Townsend,Ada,ADA,Pontotoc,Oklahoma,74820,04/01/2010 to 11/31/2010,04/01/2010,11/31/2010,Wed: 7:00 AM-;Sat: 7:00 AM-;,,,,,,,-96.679869,34.773589,Private business parking lot,N,0,N,0,N,0,N,0,N,0,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/2/2014 10:18:53 AM
1001083,Ada Farmers' Market,http://www.adafarmersmarket.com,https://www.facebook.com/adafarmersmarket,https://www.facebook.com/adafarmersmarket,https://twitter.com/AdaFarmersMkt,,,7239 Thornapple River Dr.,Ada,ADA,Kent,Michigan,49301,06/09/2015 to 10/27/2015,06/09/2015,10/27/2015,Tue: 11:00 AM-4:00 PM;,,,,,,,-85.4889683,42.9553715,,Y,1,N,0,N,0,N,0,Y,1,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,3/19/2015 11:44:10 AM
1006969,AdairCo Farmers Market,,,,,,,"409 Fairground Street, Adair County co-op ext service parking lot",Columbia,COLUMBIA,Adair County,Kentucky,,,null,,,,,,,,,-85.297,37.1043,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1010467,Adairsville Farmers' Market,http://www.adairsvillefarmersmarket.com,Adairsville Farmers Market,https://www.facebook.com/Adairsville Farmers Market,,,,7446 Ga 140,Adairsville,ADAIRSVILLE,Bartow,Georgia,30103,06/07/2014 to 09/27/2014,06/07/2014,09/27/2014,Sun: 8:00 AM-11:30 PM;,,,,,,,-84.929569,34.375727,Private business parking lot,N,0,N,0,N,0,N,0,N,0,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/7/2014 10:08:33 AM
1017937,Adams County Farmers' Market Association (PA),http://acfarmersmarkets.org,Adams County Farm Fresh Markets,https://www.facebook.com/Adams County Farm Fresh Markets,,,Instagram: Adams County Farm Fresh,103 Carlisle Street ,Gettysburg borough,GETTYSBURG BOROUGH,Adams,Pennsylvania,17325,,null,,Thu: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-77.229340,39.834024,,Y,1,Y,1,Y,1,Y,1,Y,1,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,4/25/2017 3:03:14 PM
1011322,Adams County Farmers' Market Association (PA),http://www.acfarmersmarkets.org,Adams County Farm Fresh Markets,https://www.facebook.com/Adams County Farm Fresh Markets,,,,Lincoln Square ,Gettysburg,GETTYSBURG,Adams,Pennsylvania,17325,05/19/2016,05/19/2016,,Thu: 2:00 PM-6:00 PM;,,,,,,,-77.230764,39.830706,,Y,1,Y,1,N,0,Y,1,Y,1,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,6/27/2016 4:23:25 PM
1010354,Adams Farmers' & Artisans' Market,,https://www.facebook.com/Adams.Farmers.Market,https://www.facebook.com/Adams.Farmers.Market,,,,Adams Visitors Center  3 Hoosac St,Adams,ADAMS,Berkshire,Massachusetts,01220,07/13/2014 to 09/14/2014,07/13/2014,09/14/2014,Sun: 11:00 AM-2:00 PM;,,,,,,,-73.1180030,42.6244919,Private business parking lot,N,0,Y,1,N,0,Y,1,N,0,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/8/2014 11:11:58 AM
1018278,Adams Morgan Farmer Market,http://www.lickingcreekbendfarm.com,https://www.facebook.com,https://www.facebook.com/https://www.facebook.com,,,https://www.instagram.com/lickingcreekbendfarm/,"18th Street and Columbia Rd, NW","Washington, DC","WASHINGTON, DC",District of Columbia,District of Columbia,20009,,null,,Sat: 8:00 AM-1:00 PM;,,,,,,,-77.0426674,38.9226795,,Y,1,Y,1,Y,1,Y,1,Y,1,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,6/21/2017 9:33:38 AM
1008961,Adaptations' Fresh Feast,http://www.adaptationsaloha.com,https://www.facebook.com/adaptationsaloha,https://www.facebook.com/adaptationsaloha,https://twitter.com/MaureenDatta,,http://instagram.com/adaptationskona,79-7500 Mamalahoa Highway,Kealakekua,KEALAKEKUA,Hawaii,Hawaii,96750,01/01/2013 to 12/31/2013,01/01/2013,12/31/2013,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;,,,,,,,-155.9235580,19.5257570,Co-located with wholesale market facility,Y,1,N,0,N,0,N,0,Y,1,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/13/2014 5:13:16 PM
1005109,Added Value Farm Stand at Governors Island,,,,,,,Gresham Rd,Brooklyn,BROOKLYN,Kings,New York,11231-1235,,null,,,,,,,,,-74.0231,40.6875,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1002464,Addison Farmers Market,,,,,,,One Friendship Plaza,Addison,ADDISON,DuPage,Illinois,60101,,null,,,,,,,,,-87.9934,41.9321,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005741,Adel Farmers Market,,,,,,,Courthouse Square,Adel,ADEL,Dallas,Iowa,50830,,null,,,,,,,,,-94.0175,41.6144,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005272,Adelanto Stadium Farmers Market,,,,,,,Hwy 395 & Rancho Drive,Victorville,VICTORVILLE,San Bernardino,California,92392,,null,,,,,,,,,-117.405,34.5593,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1012288,Adrian Farmers Market,,,,,,,115 Toledo Street,Adrian ,ADRIAN,Lenawee,Michigan,49221,05/07/2016 to 10/29/2016,05/07/2016,10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.034589,41.900169,,Y,1,Y,1,N,0,Y,1,Y,1,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,7/6/2016 9:49:50 PM
1011214,Aenon Baptist Church Farm Stand,,,,,,,175 Genesee Street,Rochester,ROCHESTER,Monroe,New York,14611,,null,,Wed: 11:00 AM-2:00 PM;,,,,,,,-77.6360764,43.1466026,,Y,1,Y,1,N,0,N,0,Y,1,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:24:05 AM
1008667,Afton Village Farmers Market,http://www.piedmont-farmersmarket.com,,,,,,5401 Village Dr,Concord,CONCORD,Cabarrus,North Carolina,28027,01/01/2013 to 12/31/2013,01/01/2013,12/31/2013,Thu: 4:00 PM-7:00 PM;,,,,,,,-80.670172,35.414038,Other,Y,1,Y,1,N,0,N,0,N,0,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/2013 1:53:54 PM
1007586,AGH Wellness Committee Farmer's Market,,,,,,,9733 Healthway Drive,Berlin,BERLIN,Worcester,Maryland,21811,,null,,,,,,,,,-75.2113,38.3388,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2011 11:58:45 PM
1012233,Agricenter International Farmers Market,http://www.agricenter.org/farmers-market/,https://www.facebook.com/farmersmarketmemphis/,https://www.facebook.com/farmersmarketmemphis/,https://twitter.com/Agricenter_Intl,,https://www.instagram.com/agricenterinternational/,7777 Walnut Grove Rd,Memphis,MEMPHIS,Shelby,Tennessee,38120,05/02/2016 to 10/01/2016,05/02/2016,10/01/2016,Mon: 7:30 AM-5:30 PM;Tue: 7:30 AM-5:30 PM;Wed: 7:30 AM-5:30 PM;Thu: 7:30 AM-5:30 PM;Fri: 7:30 AM-5:30 PM;Sat: 7:00 AM-5:30 PM;,,,,,,,-89.8037477,35.1288660,,Y,1,Y,1,Y,1,Y,1,N,0,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/5/2016 11:28:19 AM
1003562,Agritopia Farm Stand,http://www.thefarmatagritopia.com,https://www.facebook.com/TheFarmAtAgritopia,https://www.facebook.com/TheFarmAtAgritopia,https://twitter.com/AgritopiaFarm,,https://instagram.com/agritopiafarm/,3000 E. Ray Road (Higley & Ray),Gilbert,GILBERT,Maricopa,Arizona,85233,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,,,,,,,,-111.726215,33.321658,,Y,1,N,0,N,0,N,0,N,0,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,8/13/2015 12:14:20 AM
1011830,Ahwatukee Farmers Market,,,,,,,4700 E. Warner Rd,Phoenix,PHOENIX,Maricopa,Arizona,,,null,,Sun: 9:00 AM-1:00 PM;,06/05/2016 to 09/25/2016,Sun: 8:00 AM-11:00 AM;,,,,,-111.983242,33.331331,,Y,1,Y,1,Y,1,Y,1,Y,1,-,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3/25/2016 4:32:55 PM
1000212,Aiken County Farmers Market,http://www.VisitAikenSC.com,,,,,,897 Richland Avenue East,Aiken,AIKEN,Aiken,South Carolina,29801,,null,,,,,,,,,-81.7084941,33.5568819,Local government building grounds,N,0,N,0,N,0,N,0,N,0,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 4:01:53 PM
1008054,Airport Farmers and Flea Market,,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/,,,,17375 Spring Hill Dr,Brooksville,BROOKSVILLE,Hernando,Florida,34604,01/01/2015 to 12/31/2015,01/01/2015,12/31/2015,Sat: 8:00 AM-3:00 PM;Sun: 8:00 AM-3:00 PM;,,,,,,,-82.441117,28.481140,,Y,1,N,0,N,0,N,0,N,0,-,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,3/19/2015 11:45:37 AM
1007542,Akebono Farmers鈥� Market,,,,,,,Akebono Parking Lot,Pahoa,PAHOA,Hawaii County,Hawaii,,,null,,,,,,,,,-154.951,19.4975,,N,0,N,0,N,0,N,0,N,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
